id_transaksi	tanggal_transaksi	id_produk	nama_produk	harga	jumlah	total_harga	id_pelanggan	nama_pelanggan	alamat	no_telepon	tanggal_keuangan	pemasukan	keterangan
593	2025-08-13	3	Mouse Logitech	250000.00	8	2000000.00	1998	Dr. Rusman Tarihoran	Gg. Cihampelas No. 287\nAmbon, Maluku 02718	+62-99-115-0523	2025-08-13	2000000.00	Store Sale
594	2026-02-09	3	Mouse Logitech	250000.00	1	250000.00	1522	drg. Irma Suartini, S.Pd	Jl. Ciumbuleuit No. 654\nPekanbaru, SR 62054	+62 (77) 424-7654	2026-02-09	250000.00	Customer Purchase
604	2026-05-24	3	Mouse Logitech	250000.00	7	1750000.00	1033	Adinata Nainggolan, M.Farm	Jl. Cikutra Timur No. 9\nYogyakarta, Kalimantan Timur 47700	081 991 5396	2026-05-24	1750000.00	Store Sale
615	2026-04-04	3	Mouse Logitech	250000.00	5	1250000.00	1290	Olivia Prasetya	Jl. Pacuan Kuda No. 38\nPalembang, Sumatera Selatan 54919	0824022078	2026-04-04	1250000.00	Customer Purchase
620	2025-12-18	3	Mouse Logitech	250000.00	9	2250000.00	835	Prayogo Dongoran, M.M.	Gg. Monginsidi No. 3\nPayakumbuh, Gorontalo 36968	+62 (12) 477 1184	2025-12-18	2250000.00	Store Sale
647	2025-11-06	3	Mouse Logitech	250000.00	2	500000.00	909	Embuh Pradipta	Gg. Tebet Barat Dalam No. 731\nTangerang Selatan, RI 08764	+62 (897) 590 5010	2025-11-06	500000.00	Store Sale
659	2025-12-19	3	Mouse Logitech	250000.00	10	2500000.00	1546	Fitria Maheswara	Jalan Otto Iskandardinata No. 3\nKota Administrasi Jakarta Selatan, LA 91864	+62 (062) 330-9690	2025-12-19	2500000.00	Online Transaction
663	2026-03-02	3	Mouse Logitech	250000.00	4	1000000.00	1898	Aslijan Rahmawati, S.IP	NULL	+62 (523) 472-6552	2026-03-02	1000000.00	Product Sale
665	2025-09-07	3	Mouse Logitech	250000.00	5	1250000.00	1627	Darmanto Nainggolan	Jl. Kiaracondong No. 944\nPalembang, Papua 42999	+62 (35) 558 4636	2025-09-07	1250000.00	Product Sale
669	2026-01-07	3	Mouse Logitech	250000.00	1	250000.00	1191	dr. Ira Suryatmi, S.T.	Gang Kapten Muslihat No. 7\nDepok, JI 83681	+62 (44) 854-0654	2026-01-07	250000.00	Online Transaction
670	2026-06-27	3	Mouse Logitech	250000.00	4	1000000.00	31	dr. Lintang Prasasta, S.Kom	Jl. Indragiri No. 720\nBogor, JB 85935	+62-12-211-5969	2026-06-27	1000000.00	Store Sale
672	2025-07-14	3	Mouse Logitech	250000.00	10	2500000.00	1666	Intan Haryanto	Gang Suniaraja No. 6\nSabang, Sulawesi Utara 18455	(086) 449-4204	2025-07-14	2500000.00	Product Sale
674	2025-10-06	3	Mouse Logitech	250000.00	3	750000.00	1200	Tiara Firmansyah	Jl. Jend. A. Yani No. 4\nBanjarmasin, SB 94905	+62 (959) 080 3623	2025-10-06	750000.00	Customer Purchase
675	2026-04-20	3	Mouse Logitech	250000.00	2	500000.00	1992	Cut Gawati Nasyiah	Gang Surapati No. 575\nMetro, SR 44874	+62-058-138-1762	2026-04-20	500000.00	Store Sale
680	2026-06-27	3	Mouse Logitech	250000.00	2	500000.00	920	Tgk. Yoga Safitri	Jalan Ahmad Dahlan No. 9\nTebingtinggi, SS 68350	(0130) 693 3172	2026-06-27	500000.00	Store Sale
681	2025-10-12	3	Mouse Logitech	250000.00	6	1500000.00	1542	Jaya Mustofa	Gg. Lembong No. 9\nSolok, Sulawesi Barat 21955	+62 (0755) 535 7792	2025-10-12	1500000.00	Product Sale
687	2025-07-29	3	Mouse Logitech	250000.00	10	2500000.00	360	Adinata Mayasari	Jalan HOS. Cokroaminoto No. 400\nTarakan, NB 69786	+62 (448) 437 0118	2025-07-29	2500000.00	Store Sale
688	2025-12-12	3	Mouse Logitech	250000.00	3	750000.00	1827	Garan Saragih	Gg. Rajawali Timur No. 8\nKota Administrasi Jakarta Pusat, Nusa Tenggara Barat 01826	+62 (92) 172-3972	2025-12-12	750000.00	Customer Purchase
691	2025-11-15	3	Mouse Logitech	250000.00	1	250000.00	56	Drs. Hartaka Kuswandari	Jl. Pasteur No. 772\nKota Administrasi Jakarta Utara, Sulawesi Barat 49141	(0738) 934 1414	2025-11-15	250000.00	Customer Purchase
703	2025-11-10	3	Mouse Logitech	250000.00	2	500000.00	244	Bella Nuraini, M.Farm	Gg. Rajawali Barat No. 6\nBanjarbaru, Kalimantan Selatan 39092	+62 (08) 616-5110	2025-11-10	500000.00	Online Transaction
709	2025-10-09	3	Mouse Logitech	250000.00	1	250000.00	200	Tiara Firmansyah	Jl. Jend. A. Yani No. 4\nBanjarmasin, SB 94905	+62 (959) 080 3623	2025-10-09	250000.00	Customer Purchase
714	2026-06-08	3	Mouse Logitech	250000.00	2	500000.00	231	Puti Yessi Padmasari, S.E.I	Jl. Pacuan Kuda No. 693\nLhokseumawe, Sumatera Barat 14490	+62-072-663-0316	2026-06-08	500000.00	Store Sale
719	2025-08-30	3	Mouse Logitech	250000.00	7	1750000.00	1079	Halima Anggriawan, M.Kom.	Gang Yos Sudarso No. 2\nSamarinda, BB 87518	(000) 756-4341	2025-08-30	1750000.00	Customer Purchase
724	2026-02-05	3	Mouse Logitech	250000.00	5	1250000.00	139	Eli Widodo	Jalan Antapani Lama No. 2\nTernate, RI 04526	+62-036-713-3899	2026-02-05	1250000.00	Product Sale
728	2025-12-10	3	Mouse Logitech	250000.00	6	1500000.00	1609	R. Usman Adriansyah, M.Ak	Jalan Sentot Alibasa No. 2\nBalikpapan, Sumatera Barat 73435	+62 (0628) 875 9244	2025-12-10	1500000.00	Product Sale
737	2026-02-14	3	Mouse Logitech	250000.00	9	2250000.00	1167	Ayu Simanjuntak	Jl. Indragiri No. 204\nTangerang Selatan, BA 71768	0863313851	2026-02-14	2250000.00	Product Sale
738	2026-02-10	3	Mouse Logitech	250000.00	10	2500000.00	114	Kania Waskita	Gang Pacuan Kuda No. 4\nBogor, MU 57208	+62 (72) 759 7406	2026-02-10	2500000.00	Customer Purchase
739	2026-01-28	3	Mouse Logitech	250000.00	2	500000.00	280	KH. Mursita Pangestu	Gang S. Parman No. 102\nPekalongan, Bali 94018	+62-99-220-9465	2026-01-28	500000.00	Customer Purchase
740	2025-08-25	3	Mouse Logitech	250000.00	9	2250000.00	1713	R. Xanana Ramadan, S.Psi	Jl. Rajiman No. 7\nPematangsiantar, Bali 29365	+62 (188) 502-4190	2025-08-25	2250000.00	Online Transaction
754	2025-11-14	3	Mouse Logitech	250000.00	6	1500000.00	1452	Salimah Siregar	Jalan Gedebage Selatan No. 0\nKupang, MU 15491	(055) 393 9511	2025-11-14	1500000.00	Store Sale
755	2025-09-05	3	Mouse Logitech	250000.00	2	500000.00	674	Murti Dongoran	Jl. Jayawijaya No. 9\nSungai Penuh, DKI Jakarta 42365	+62 (583) 793-2038	2025-09-05	500000.00	Product Sale
757	2025-10-11	3	Mouse Logitech	250000.00	8	2000000.00	1898	Aslijan Rahmawati, S.IP	NULL	+62 (523) 472-6552	2025-10-11	2000000.00	Customer Purchase
759	2026-07-04	3	Mouse Logitech	250000.00	7	1750000.00	1752	Dr. Gina Firgantoro	Gg. Jamika No. 9\nTernate, Jambi 63139	+62 (59) 997-5324	2026-07-04	1750000.00	Customer Purchase
762	2026-02-28	3	Mouse Logitech	250000.00	6	1500000.00	421	Purwa Gunarto, M.Ak	Gg. Gegerkalong Hilir No. 551\nBanda Aceh, GO 64666	+62 (97) 002-0604	2026-02-28	1500000.00	Product Sale
764	2026-01-11	3	Mouse Logitech	250000.00	9	2250000.00	1257	Jelita Melani	Gang Pacuan Kuda No. 535\nTernate, Nusa Tenggara Barat 94843	+62 (0861) 480 3094	2026-01-11	2250000.00	Online Transaction
770	2025-12-12	3	Mouse Logitech	250000.00	5	1250000.00	1245	Drs. Qori Zulkarnain	Jalan Rungkut Industri No. 5\nDenpasar, Jambi 83943	+62-82-592-3041	2025-12-12	1250000.00	Product Sale
774	2025-09-06	3	Mouse Logitech	250000.00	4	1000000.00	140	Saiful Hidayat	Gang Dipatiukur No. 185\nSurakarta, AC 96418	+62-87-430-1477	2025-09-06	1000000.00	Store Sale
776	2025-08-14	3	Mouse Logitech	250000.00	7	1750000.00	1089	Dimas Hartati, S.Ked	Jl. Rungkut Industri No. 37\nPagaralam, Kalimantan Barat 06320	+62 (060) 954 9484	2025-08-14	1750000.00	Store Sale
787	2026-03-28	3	Mouse Logitech	250000.00	2	500000.00	160	Cut Zulfa Pertiwi	Jl. Otto Iskandardinata No. 1\nTanjungbalai, Kepulauan Bangka Belitung 35153	+62 (913) 172-7260	2026-03-28	500000.00	Online Transaction
793	2025-12-02	3	Mouse Logitech	250000.00	9	2250000.00	237	Novi Gunarto	Gg. Otto Iskandardinata No. 9\nPadang, BA 45947	+62 (0291) 200 9058	2025-12-02	2250000.00	Store Sale
796	2025-07-08	3	Mouse Logitech	250000.00	9	2250000.00	1920	Tgk. Yoga Safitri	Jalan Ahmad Dahlan No. 9\nTebingtinggi, SS 68350	(0130) 693 3172	2025-07-08	2250000.00	Customer Purchase
797	2025-11-13	3	Mouse Logitech	250000.00	1	250000.00	1287	Mulya Lestari	Jalan Pasir Koja No. 355\nPadangpanjang, SR 77285	+62-923-877-8964	2025-11-13	250000.00	Customer Purchase
803	2025-11-02	3	Mouse Logitech	250000.00	10	2500000.00	1882	Sutan Marwata Pangestu	Gg. Cikutra Barat No. 720\nTangerang, RI 05277	+62 (0757) 525 5112	2025-11-02	2500000.00	Store Sale
807	2025-08-22	3	Mouse Logitech	250000.00	2	500000.00	1633	Talia Firgantoro	Jl. Raya Setiabudhi No. 276\nMeulaboh, Jawa Timur 80706	+62-34-327-3546	2025-08-22	500000.00	Customer Purchase
811	2026-06-15	3	Mouse Logitech	250000.00	1	250000.00	5	Okto Puspita	Jalan Cihampelas No. 402\nMalang, Nusa Tenggara Barat 65000	(0162) 053 8179	2026-06-15	250000.00	Store Sale
812	2026-05-02	3	Mouse Logitech	250000.00	4	1000000.00	1944	Sari Salahudin	Gg. Yos Sudarso No. 1\nBanjarbaru, DKI Jakarta 20022	(0684) 849-6780	2026-05-02	1000000.00	Store Sale
815	2026-04-30	3	Mouse Logitech	250000.00	2	500000.00	701	drg. Ikhsan Hidayat, S.H.	Jalan Ciumbuleuit No. 71\nSawahlunto, LA 59226	+62-000-824-3956	2026-04-30	500000.00	Product Sale
817	2026-02-23	3	Mouse Logitech	250000.00	1	250000.00	922	Ir. Ghaliyati Laksmiwati, M.M.	Gang Rajiman No. 68\nKupang, KU 02183	(054) 891 9902	2026-02-23	250000.00	Product Sale
819	2026-01-21	3	Mouse Logitech	250000.00	9	2250000.00	1295	Yani Uyainah	Jl. Otto Iskandardinata No. 6\nSukabumi, MU 07003	(0720) 956 3753	2026-01-21	2250000.00	Store Sale
824	2026-02-11	3	Mouse Logitech	250000.00	8	2000000.00	988	Sakura Hidayat	Gang Ciumbuleuit No. 129\nSukabumi, RI 24538	+62-045-419-3523	2026-02-11	2000000.00	Store Sale
829	2025-10-04	3	Mouse Logitech	250000.00	7	1750000.00	1920	Tgk. Yoga Safitri	Jalan Ahmad Dahlan No. 9\nTebingtinggi, SS 68350	(0130) 693 3172	2025-10-04	1750000.00	Store Sale
854	2025-12-30	3	Mouse Logitech	250000.00	9	2250000.00	1677	Tgk. Respati Suartini, S.Ked	Jl. Ronggowarsito No. 201\nDumai, JB 39178	+62-675-693-1425	2025-12-30	2250000.00	Online Transaction
862	2026-02-09	3	Mouse Logitech	250000.00	10	2500000.00	1215	Asirwada Rahimah	Gang Pasteur No. 630\nKota Administrasi Jakarta Selatan, Jawa Tengah 33176	+62 (47) 176-8436	2026-02-09	2500000.00	Product Sale
864	2026-01-17	3	Mouse Logitech	250000.00	4	1000000.00	946	Hj. Paramita Safitri	Jl. KH Amin Jasuta No. 3\nJambi, Kalimantan Timur 85422	+62 (36) 040-5187	2026-01-17	1000000.00	Product Sale
873	2026-04-11	3	Mouse Logitech	250000.00	8	2000000.00	1050	Bajragin Permadi	Jalan Ir. H. Djuanda No. 3\nSabang, Sulawesi Barat 75188	+62-01-640-6409	2026-04-11	2000000.00	Customer Purchase
881	2026-06-16	3	Mouse Logitech	250000.00	8	2000000.00	1759	Tgk. Patricia Siregar	Gg. K.H. Wahid Hasyim No. 952\nSabang, Kalimantan Tengah 89333	+62 (28) 630 4264	2026-06-16	2000000.00	Product Sale
885	2025-10-26	3	Mouse Logitech	250000.00	7	1750000.00	171	Bakidin Nurdiyanti	Jl. Kiaracondong No. 89\nKota Administrasi Jakarta Pusat, JI 94766	0872193735	2025-10-26	1750000.00	Store Sale
893	2026-03-10	3	Mouse Logitech	250000.00	2	500000.00	1730	Hafshah Waluyo, S.E.I	Gang Ahmad Dahlan No. 3\nTangerang Selatan, JT 67632	(0684) 483-7617	2026-03-10	500000.00	Store Sale
896	2026-01-27	3	Mouse Logitech	250000.00	4	1000000.00	987	Argono Farida	Gang Jayawijaya No. 1\nSerang, KU 46498	+62-0564-137-3572	2026-01-27	1000000.00	Customer Purchase
901	2025-08-07	3	Mouse Logitech	250000.00	6	1500000.00	753	Jagapati Kuswoyo	NULL	+62 (841) 764-7608	2025-08-07	1500000.00	Customer Purchase
911	2025-09-02	3	Mouse Logitech	250000.00	6	1500000.00	1908	Intan Irawan, M.Farm	Gg. Dipatiukur No. 93\nPalangkaraya, Banten 30391	+62-87-707-7866	2025-09-02	1500000.00	Customer Purchase
918	2026-07-08	3	Mouse Logitech	250000.00	9	2250000.00	1125	Puti Rini Hasanah, S.Farm	Gg. Antapani Lama No. 608\nGorontalo, Sulawesi Tengah 12890	+62 (526) 436-4808	2026-07-08	2250000.00	Customer Purchase
925	2026-05-28	3	Mouse Logitech	250000.00	7	1750000.00	1884	Maria Tarihoran	Gang Rawamangun No. 8\nBinjai, Kalimantan Selatan 78514	+62 (047) 216 2335	2026-05-28	1750000.00	Online Transaction
928	2026-03-30	3	Mouse Logitech	250000.00	7	1750000.00	704	Harsana Maryadi	Jalan Setiabudhi No. 600\nPagaralam, Bali 65899	+62 (22) 631-8647	2026-03-30	1750000.00	Online Transaction
931	2026-04-23	3	Mouse Logitech	250000.00	3	750000.00	97	Jais Mangunsong, S.E.I	Gg. H.J Maemunah No. 97\nDenpasar, Kalimantan Timur 04060	+62 (951) 491 3821	2026-04-23	750000.00	Store Sale
948	2025-11-26	3	Mouse Logitech	250000.00	7	1750000.00	575	Puti Nadine Simbolon	Jalan Raya Ujungberung No. 81\nSemarang, KS 21979	+62 (0912) 110-0939	2025-11-26	1750000.00	Online Transaction
950	2025-12-26	3	Mouse Logitech	250000.00	9	2250000.00	1924	Drs. Adinata Hutasoit	Jalan Peta No. 96\nMojokerto, Kalimantan Tengah 89525	+62 (38) 154 3646	2025-12-26	2250000.00	Product Sale
954	2025-11-27	3	Mouse Logitech	250000.00	3	750000.00	575	Puti Nadine Simbolon	Jalan Raya Ujungberung No. 81\nSemarang, KS 21979	+62 (0912) 110-0939	2025-11-27	750000.00	Product Sale
955	2026-02-03	3	Mouse Logitech	250000.00	1	250000.00	1129	Eli Widodo	Jl. Cihampelas No. 78\nKota Administrasi Jakarta Pusat, NB 44594	+62 (06) 988 4453	2026-02-03	250000.00	Customer Purchase
960	2026-05-18	3	Mouse Logitech	250000.00	1	250000.00	1165	R. Usman Saragih	Jl. Jakarta No. 1\nTomohon, Banten 05292	+62-067-917-9531	2026-05-18	250000.00	Product Sale
968	2025-09-13	3	Mouse Logitech	250000.00	7	1750000.00	565	Ellis Nashiruddin	Gg. Tebet Barat Dalam No. 13\nPadangpanjang, GO 82772	+62 (817) 642-9517	2025-09-13	1750000.00	Customer Purchase
976	2026-06-19	3	Mouse Logitech	250000.00	10	2500000.00	1285	Dr. Anastasia Prasetya, S.Farm	Jalan Tebet Barat Dalam No. 59\nTarakan, SB 55705	+62-070-719-7515	2026-06-19	2500000.00	Product Sale
977	2026-02-25	3	Mouse Logitech	250000.00	4	1000000.00	1518	Kenes Wasita	Jalan Abdul Muis No. 733\nSubulussalam, DKI Jakarta 38357	(0917) 577 5286	2026-02-25	1000000.00	Store Sale
978	2025-12-22	3	Mouse Logitech	250000.00	6	1500000.00	520	Asmianto Siregar	Jl. Rajawali Barat No. 112\nSorong, KI 12580	+62 (62) 985 6531	2025-12-22	1500000.00	Online Transaction
979	2025-12-10	3	Mouse Logitech	250000.00	1	250000.00	35	Hj. Oliva Anggriawan	NULL	+62 (470) 564 7145	2025-12-10	250000.00	Product Sale
981	2025-08-29	3	Mouse Logitech	250000.00	8	2000000.00	647	Dr. Chelsea Zulkarnain, S.Farm	Gang Rawamangun No. 60\nBogor, KU 32684	(0524) 800 7207	2025-08-29	2000000.00	Store Sale
983	2026-04-05	3	Mouse Logitech	250000.00	5	1250000.00	1030	Genta Prasasta	Gang Tubagus Ismail No. 1\nTasikmalaya, NT 03025	+62-30-468-2355	2026-04-05	1250000.00	Product Sale
985	2025-09-11	3	Mouse Logitech	250000.00	3	750000.00	403	Raharja Salahudin, S.H.	Gg. Setiabudhi No. 40\nPalu, KS 22373	+62 (31) 800 9112	2025-09-11	750000.00	Customer Purchase
990	2025-09-24	3	Mouse Logitech	250000.00	2	500000.00	1805	Raina Hidayat	Gang M.H Thamrin No. 231\nPekalongan, Nusa Tenggara Timur 78743	(013) 469 3436	2025-09-24	500000.00	Online Transaction
994	2026-02-18	3	Mouse Logitech	250000.00	5	1250000.00	1866	Ir. Cinta Tamba	Gang Sukajadi No. 50\nBengkulu, Gorontalo 90647	+62-03-799-5362	2026-02-18	1250000.00	Customer Purchase
997	2025-10-28	3	Mouse Logitech	250000.00	9	2250000.00	128	Septi Maryati	NULL	+62-078-853-5787	2025-10-28	2250000.00	Online Transaction
1002	2025-10-07	3	Mouse Logitech	250000.00	9	2250000.00	1062	T. Prayogo Budiman	Gang Kebonjati No. 59\nKota Administrasi Jakarta Selatan, Sumatera Barat 59350	+62-0484-548-5874	2025-10-07	2250000.00	Product Sale
1003	2025-10-15	3	Mouse Logitech	250000.00	5	1250000.00	410	KH. Marsudi Permata	Jalan Indragiri No. 69\nSabang, SN 32171	(0805) 816 7342	2025-10-15	1250000.00	Store Sale
1005	2026-04-04	3	Mouse Logitech	250000.00	6	1500000.00	1157	Dariati Napitupulu, S.Farm	Gang W.R. Supratman No. 3\nSawahlunto, NB 58580	(0771) 260-7473	2026-04-04	1500000.00	Store Sale
1012	2025-11-11	3	Mouse Logitech	250000.00	5	1250000.00	1185	Embuh Prasetyo	Jalan Yos Sudarso No. 53\nKota Administrasi Jakarta Pusat, SS 01072	+62 (83) 495 1954	2025-11-11	1250000.00	Customer Purchase
1013	2025-08-01	3	Mouse Logitech	250000.00	8	2000000.00	1955	Jefri Pratama	Jl. Dr. Djunjunan No. 73\nMataram, JI 08842	+62 (0573) 706-2754	2025-08-01	2000000.00	Product Sale
1025	2026-04-22	3	Mouse Logitech	250000.00	4	1000000.00	628	Ciaobella Suryono	Gang Rumah Sakit No. 7\nSingkawang, MA 07466	+62 (85) 355 7252	2026-04-22	1000000.00	Customer Purchase
1026	2026-04-14	3	Mouse Logitech	250000.00	10	2500000.00	124	Silvia Kuswoyo	Jl. Cikapayang No. 54\nDumai, SB 45320	+62 (927) 737-8985	2026-04-14	2500000.00	Store Sale
1038	2026-06-13	3	Mouse Logitech	250000.00	9	2250000.00	891	Cut Paulin Nababan, S.Kom	Jalan Gegerkalong Hilir No. 3\nManado, Nusa Tenggara Barat 70641	+62 (77) 322-6461	2026-06-13	2250000.00	Store Sale
1045	2026-06-01	3	Mouse Logitech	250000.00	7	1750000.00	50	Bajragin Permadi	Jalan Ir. H. Djuanda No. 3\nSabang, Sulawesi Barat 75188	+62-01-640-6409	2026-06-01	1750000.00	Product Sale
1051	2026-02-15	3	Mouse Logitech	250000.00	3	750000.00	807	KH. Maryanto Suryono, M.Pd	Gang Astana Anyar No. 47\nDepok, BE 68634	(0216) 168-9688	2026-02-15	750000.00	Store Sale
1058	2026-01-09	3	Mouse Logitech	250000.00	4	1000000.00	1063	Violet Winarno, S.Psi	Gang Cihampelas No. 33\nPariaman, Gorontalo 66328	(0264) 803 1075	2026-01-09	1000000.00	Online Transaction
1065	2026-02-01	3	Mouse Logitech	250000.00	10	2500000.00	1706	Bella Prasetya	Gg. Gardujati No. 1\nSungai Penuh, Sulawesi Selatan 58734	+62-0419-351-1998	2026-02-01	2500000.00	Store Sale
1068	2025-10-11	3	Mouse Logitech	250000.00	4	1000000.00	520	Asmianto Siregar	Jl. Rajawali Barat No. 112\nSorong, KI 12580	+62 (62) 985 6531	2025-10-11	1000000.00	Customer Purchase
1069	2026-06-17	3	Mouse Logitech	250000.00	2	500000.00	1986	dr. Kambali Waskita, M.Pd	Gg. S. Parman No. 0\nSolok, MU 69709	+62-811-402-8937	2026-06-17	500000.00	Store Sale
1081	2025-12-05	3	Mouse Logitech	250000.00	1	250000.00	1221	Aris Wahyudin	Jalan Antapani Lama No. 12\nSolok, Lampung 63627	+62-599-280-7609	2025-12-05	250000.00	Store Sale
1085	2025-10-25	3	Mouse Logitech	250000.00	9	2250000.00	1763	Patricia Tampubolon	Gg. Medokan Ayu No. 34\nPangkalpinang, SN 29231	(006) 783 7630	2025-10-25	2250000.00	Online Transaction
1099	2026-02-18	3	Mouse Logitech	250000.00	2	500000.00	282	Mujur Prasetyo	Jl. Gardujati No. 496\nPontianak, MA 40422	(054) 127-9921	2026-02-18	500000.00	Online Transaction
1113	2025-11-30	3	Mouse Logitech	250000.00	10	2500000.00	786	Maimunah Aryani, S.IP	Jl. Pasir Koja No. 10\nBanjar, DI Yogyakarta 09400	+62 (33) 052-2123	2025-11-30	2500000.00	Product Sale
1125	2026-01-18	3	Mouse Logitech	250000.00	2	500000.00	1487	Bagus Maryati	Jl. Antapani Lama No. 739\nMagelang, Papua Barat 58459	+62 (0595) 630-7086	2026-01-18	500000.00	Online Transaction
1131	2025-12-02	3	Mouse Logitech	250000.00	10	2500000.00	518	Kenes Wasita	Jalan Abdul Muis No. 733\nSubulussalam, DKI Jakarta 38357	(0917) 577 5286	2025-12-02	2500000.00	Online Transaction
1136	2026-04-26	3	Mouse Logitech	250000.00	10	2500000.00	791	Ayu Yuliarti	Jl. Ronggowarsito No. 338\nMedan, Nusa Tenggara Timur 58649	+62-0650-318-5459	2026-04-26	2500000.00	Online Transaction
1137	2025-07-28	3	Mouse Logitech	250000.00	5	1250000.00	1216	dr. Jati Manullang, S.T.	Jalan Ahmad Dahlan No. 499\nBandung, Nusa Tenggara Barat 49862	(0908) 266-4599	2025-07-28	1250000.00	Online Transaction
1143	2026-01-25	3	Mouse Logitech	250000.00	9	2250000.00	1425	R. Unjani Siregar	Gg. Setiabudhi No. 631\nPurwokerto, Papua Barat 25422	0854449235	2026-01-25	2250000.00	Product Sale
1145	2025-08-18	3	Mouse Logitech	250000.00	10	2500000.00	343	Asmadi Gunawan	Gang Kendalsari No. 57\nTarakan, Kepulauan Riau 24866	+62 (0523) 047 6571	2025-08-18	2500000.00	Store Sale
1146	2025-10-29	3	Mouse Logitech	250000.00	4	1000000.00	1992	Cut Gawati Nasyiah	Gang Surapati No. 575\nMetro, SR 44874	+62-058-138-1762	2025-10-29	1000000.00	Customer Purchase
1148	2026-06-03	3	Mouse Logitech	250000.00	4	1000000.00	1804	Prabowo Wibowo	Jl. Cikutra Barat No. 209\nTual, SG 65713	+62 (783) 377-5259	2026-06-03	1000000.00	Customer Purchase
1149	2025-11-06	3	Mouse Logitech	250000.00	4	1000000.00	752	Dr. Gina Firgantoro	Gg. Jamika No. 9\nTernate, Jambi 63139	+62 (59) 997-5324	2025-11-06	1000000.00	Store Sale
1159	2026-04-21	3	Mouse Logitech	250000.00	9	2250000.00	1054	Yulia Ardianto	Gg. Jend. Sudirman No. 516\nAmbon, Jambi 27822	+62 (0520) 058 3646	2026-04-21	2250000.00	Store Sale
1161	2025-10-18	3	Mouse Logitech	250000.00	2	500000.00	802	Mulya Saptono	Jalan Soekarno Hatta No. 43\nKotamobagu, KU 99343	+62 (05) 686 5346	2025-10-18	500000.00	Customer Purchase
1169	2026-07-06	3	Mouse Logitech	250000.00	5	1250000.00	217	Sakura Dongoran	Gang Pasirkoja No. 534\nBima, Papua 10748	(052) 179 9983	2026-07-06	1250000.00	Product Sale
1171	2025-07-15	3	Mouse Logitech	250000.00	5	1250000.00	843	Puji Wijayanti	Jl. Dipenogoro No. 5\nMagelang, Jawa Tengah 55251	+62-082-933-8227	2025-07-15	1250000.00	Customer Purchase
1175	2025-07-24	3	Mouse Logitech	250000.00	1	250000.00	1036	R.A. Puji Ardianto, S.Ked	Jl. Kapten Muslihat No. 68\nPalopo, JK 61996	+62 (018) 202 5033	2025-07-24	250000.00	Customer Purchase
1176	2025-12-12	3	Mouse Logitech	250000.00	5	1250000.00	327	Lanjar Siregar	Jalan Bangka Raya No. 334\nKupang, Aceh 25470	(0459) 439 1874	2025-12-12	1250000.00	Online Transaction
1177	2026-06-10	3	Mouse Logitech	250000.00	3	750000.00	798	Dt. Muni Santoso	Gang Ronggowarsito No. 2\nSingkawang, BT 12135	+62-0393-232-2114	2026-06-10	750000.00	Store Sale
1183	2026-02-03	3	Mouse Logitech	250000.00	4	1000000.00	737	Emong Prasetya	Gg. H.J Maemunah No. 13\nPurwokerto, BB 48418	+62 (059) 322-1760	2026-02-03	1000000.00	Product Sale
1186	2025-10-02	3	Mouse Logitech	250000.00	9	2250000.00	1312	Pia Wibowo	Jalan Ahmad Yani No. 21\nBandar Lampung, Sulawesi Tenggara 96226	+62 (195) 799-0405	2025-10-02	2250000.00	Store Sale
1187	2025-08-30	3	Mouse Logitech	250000.00	9	2250000.00	1783	Genta Dabukke	Gang Suryakencana No. 9\nKendari, Nusa Tenggara Timur 25568	+62-905-036-6513	2025-08-30	2250000.00	Store Sale
1190	2025-11-28	3	Mouse Logitech	250000.00	9	2250000.00	868	Dr. Kanda Oktaviani, M.Farm	Gg. Kendalsari No. 48\nBatu, KI 10339	+62 (355) 658 8769	2025-11-28	2250000.00	Product Sale
1195	2026-05-27	3	Mouse Logitech	250000.00	5	1250000.00	1584	Imam Usamah	Jalan Jamika No. 43\nKotamobagu, GO 12310	+62 (089) 893-1109	2026-05-27	1250000.00	Customer Purchase
1196	2026-03-04	3	Mouse Logitech	250000.00	6	1500000.00	1451	Hani Haryanto	Gg. Soekarno Hatta No. 719\nPadang, Jambi 59770	+62 (033) 910 2125	2026-03-04	1500000.00	Online Transaction
1198	2025-07-31	3	Mouse Logitech	250000.00	10	2500000.00	1765	Dt. Makara Purnawati, M.Kom.	Gg. Cihampelas No. 73\nSukabumi, NT 16028	+62 (009) 607-7933	2025-07-31	2500000.00	Store Sale
1199	2026-02-20	3	Mouse Logitech	250000.00	4	1000000.00	1173	Sutan Prabu Prayoga	Jl. K.H. Wahid Hasyim No. 56\nMalang, Lampung 01824	(028) 962-5474	2026-02-20	1000000.00	Store Sale
1201	2026-06-09	3	Mouse Logitech	250000.00	10	2500000.00	650	dr. Kalim Waluyo, S.E.I	Jalan Pelajar Pejuang No. 56\nJayapura, JB 79087	+62-35-614-5517	2026-06-09	2500000.00	Store Sale
1204	2026-06-28	3	Mouse Logitech	250000.00	1	250000.00	1048	Alika Hutapea	Gg. Gardujati No. 4\nBitung, Maluku Utara 30186	(020) 909-8707	2026-06-28	250000.00	Product Sale
1211	2025-12-30	3	Mouse Logitech	250000.00	1	250000.00	825	Jarwadi Sinaga, S.Pd	Jalan Setiabudhi No. 939\nPayakumbuh, Sulawesi Barat 51466	+62-644-609-6367	2025-12-30	250000.00	Online Transaction
